Address,Town,Mature,Lease Commence Date,Floor Area Map,Lat,Long,Nearest_MRT,Distance_to_MRT,Nearest_Mall,Distance_to_Mall
418 WOODLANDS ST 41,WOODLANDS,0,1996,"{'4 ROOM': 106.0, '5 ROOM': 123.0}",1.42885742321272,103.774818014083,Marsiling MRT,0.416,Causeway Point,1.447
418A FERNVALE LINK,SENGKANG,0,2018,"{'2 ROOM': 38.0, '3 ROOM': 68.0}",1.39100745746343,103.879606736157,Buangkok MRT,1.701,The Seletar Mall,0.39
418B FERNVALE LINK,SENGKANG,0,2018,"{'2 ROOM': 47.0, '3 ROOM': 68.0, '4 ROOM': 94.0}",1.39101485658152,103.880193298835,Buangkok MRT,1.645,The Seletar Mall,0.455
418C FERNVALE LINK,SENGKANG,0,2018,{'4 ROOM': 94.0},1.39095014768306,103.881014689387,Buangkok MRT,1.562,The Seletar Mall,0.547
419 ANG MO KIO AVE 10,ANG MO KIO,1,1979,"{'3 ROOM': 74.0, '4 ROOM': 99.0, 'EXECUTIVE': 163.0}",1.36534669720177,103.85415182597,Ang Mo Kio MRT,0.722,AMK Hub,0.775
419 BEDOK NTH ST 1,BEDOK,1,1979,"{'3 ROOM': 68.0, '4 ROOM': 92.0}",1.32696621417456,103.928135771625,Bedok MRT,0.391,Bedok Mall,0.277
419 BT BATOK WEST AVE 2,BUKIT BATOK,0,1986,"{'4 ROOM': 83.0, '5 ROOM': 130.0}",1.36194738218146,103.746196377992,Bukit Gombak MRT,0.724,West Mall,1.36
419 CANBERRA RD,SEMBAWANG,0,2001,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.45217478366368,103.818827838149,Sembawang MRT,0.373,Sun Plaza,0.449
419 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,{'EXECUTIVE': 148.0},1.38192576906172,103.74156049873,Choa Chu Kang MRT,0.475,Lot One,0.538
419 FAJAR RD,BUKIT PANJANG,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.38394510110813,103.769613738594,Bukit Panjang MRT,1.056,Bukit Panjang Plaza,0.736
419 HOUGANG AVE 8,HOUGANG,0,1989,"{'4 ROOM': 103.0, '5 ROOM': 123.0}",1.3761286530375,103.894831285996,Hougang MRT,0.705,Hougang Mall,0.421
419 JURONG WEST ST 42,JURONG WEST,0,1985,{'4 ROOM': 84.0},1.3509338709282,103.727172730504,Lakeside MRT,1.015,JCube,2.431
419 PASIR RIS DR 6,PASIR RIS,1,1989,"{'4 ROOM': 105.0, '5 ROOM': 131.0}",1.37152385430804,103.954753075267,Pasir Ris MRT,0.631,Downtown East,0.501
419 SERANGOON CTRL,SERANGOON,1,1989,"{'4 ROOM': 95.0, '5 ROOM': 123.0}",1.34920192004095,103.875859701938,Serangoon MRT,0.378,NEX,0.433
419 TAMPINES ST 41,TAMPINES,1,1985,"{'3 ROOM': 64.0, '4 ROOM': 89.0}",1.35783252178817,103.946726918914,Tampines MRT,0.534,Tampines 1,0.438
419 WOODLANDS ST 41,WOODLANDS,0,1995,"{'3 ROOM': 68.0, '5 ROOM': 137.0, 'EXECUTIVE': 177.0}",1.42851420473475,103.774572425077,Marsiling MRT,0.449,Causeway Point,1.49
419 YISHUN AVE 11,YISHUN,0,1993,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.42378855512742,103.847302873542,Yishun MRT,1.505,Junction 9,1.213
42 BEDOK STH RD,BEDOK,1,1977,{'4 ROOM': 84.0},1.32147847826862,103.940721046918,Tanah Merah MRT,0.891,East Village,1.297
42 CAMBRIDGE RD,KALLANG/WHAMPOA,1,1982,{'4 ROOM': 91.0},1.31600523636073,103.849791577341,Farrer Park MRT,0.637,United Square,0.7
42 CASSIA CRES,GEYLANG,1,1981,"{'3 ROOM': 68.0, '4 ROOM': 93.0}",1.31041140455932,103.886398004352,Dakota MRT,0.388,Paya Lebar Quarter,0.986
42 CHAI CHEE ST,BEDOK,1,1985,"{'3 ROOM': 67.0, '4 ROOM': 92.0, 'EXECUTIVE': 149.0}",1.32797877350561,103.925804792632,Bedok MRT,0.643,Bedok Mall,0.527
42 CIRCUIT RD,GEYLANG,1,1996,"{'4 ROOM': 106.0, '5 ROOM': 125.0}",1.32684923967733,103.886293541726,Mattar MRT,0.339,Paya Lebar Square,1.134
42 HOLLAND DR,QUEENSTOWN,1,1975,{'3 ROOM': 59.0},1.30790383303654,103.792961440964,Buona Vista MRT,0.341,The Star Vista,0.515
42 JLN BAHAGIA,KALLANG/WHAMPOA,1,1972,{'3 ROOM': 98.0},1.32714983319586,103.856962444169,Boon Keng MRT,0.981,The Poiz Centre,1.341
42 KIM CHENG ST,BUKIT MERAH,1,1973,{'3 ROOM': 88.0},1.28443456965915,103.831598973038,Havelock MRT,0.504,Tiong Bahru Plaza,0.557
42 SIMS DR,GEYLANG,1,1990,{'4 ROOM': 104.0},1.31700019582001,103.875994635636,Geylang Bahru MRT,0.682,Aperia Mall,1.505
42 STIRLING RD,QUEENSTOWN,1,1968,{'4 ROOM': 120.0},1.29833288584402,103.802299987051,Queenstown MRT,0.594,Anchorpoint,1.122
42 TELOK BLANGAH RISE,BUKIT MERAH,1,1976,"{'3 ROOM': 59.0, '5 ROOM': 141.0}",1.2709187086214,103.822685388438,HarbourFront MRT,0.667,VivoCity,0.738
420 BEDOK NTH ST 1,BEDOK,1,1979,{'3 ROOM': 68.0},1.32774467875638,103.928874390405,Bedok MRT,0.436,Bedok Mall,0.337
420 BT BATOK WEST AVE 2,BUKIT BATOK,0,1988,"{'3 ROOM': 68.0, '4 ROOM': 94.0}",1.36255043035847,103.745770795352,Bukit Gombak MRT,0.8,West Mall,1.437
420 CANBERRA RD,SEMBAWANG,0,2001,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.45267974712812,103.818888937745,Sembawang MRT,0.424,Sun Plaza,0.503
420 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,{'EXECUTIVE': 148.0},1.38147127512783,103.741375947485,Choa Chu Kang MRT,0.528,Lot One,0.587
420 CLEMENTI AVE 1,CLEMENTI,1,2013,"{'3 ROOM': 74.0, '4 ROOM': 91.0}",1.31004548976462,103.769123845594,Clementi MRT,0.713,The Clementi Mall,0.751
420 FAJAR RD,BUKIT PANJANG,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.3846500073791,103.76951726565,Bukit Panjang MRT,1.085,Bukit Panjang Plaza,0.778
420 HOUGANG AVE 10,HOUGANG,0,1989,"{'4 ROOM': 105.0, '5 ROOM': 121.0}",1.37580558530644,103.894819073452,Hougang MRT,0.671,Hougang Mall,0.386
420 JURONG WEST ST 42,JURONG WEST,0,1985,{'4 ROOM': 84.0},1.35057175087713,103.72717276553,Lakeside MRT,0.986,JCube,2.399
420 PASIR RIS DR 6,PASIR RIS,1,1989,{'EXECUTIVE': 146.0},1.37142743816904,103.954479067916,Pasir Ris MRT,0.605,Downtown East,0.518
420 SERANGOON CTRL,SERANGOON,1,1989,"{'4 ROOM': 105.0, '5 ROOM': 121.0}",1.34914910857959,103.875117043231,Serangoon MRT,0.309,NEX,0.362
420 TAMPINES ST 41,TAMPINES,1,1985,"{'3 ROOM': 74.0, '4 ROOM': 105.0}",1.35786466213391,103.947534562834,Tampines MRT,0.573,Tampines 1,0.486
420 WOODLANDS ST 41,WOODLANDS,0,1995,"{'3 ROOM': 68.0, '4 ROOM': 93.0, '5 ROOM': 137.0, 'EXECUTIVE': 177.0}",1.42814009724191,103.774574393421,Marsiling MRT,0.49,Causeway Point,1.514
421 ANG MO KIO AVE 10,ANG MO KIO,1,1979,"{'3 ROOM': 74.0, '4 ROOM': 99.0}",1.36538422642267,103.852966961527,Ang Mo Kio MRT,0.632,AMK Hub,0.669
421 BEDOK NTH RD,BEDOK,1,1979,{'4 ROOM': 92.0},1.32825912318808,103.928973650256,Bedok MRT,0.489,Bedok Mall,0.393
421 BT BATOK WEST AVE 2,BUKIT BATOK,0,1988,"{'3 ROOM': 68.0, '4 ROOM': 94.0}",1.36251752917877,103.744946684475,Bukit Gombak MRT,0.876,West Mall,1.46
421 CANBERRA RD,SEMBAWANG,0,2001,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.45299061364993,103.818532777338,Sembawang MRT,0.469,Sun Plaza,0.544
421 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1992,"{'4 ROOM': 104.0, '5 ROOM': 132.0}",1.38177896881885,103.740747501903,Choa Chu Kang MRT,0.545,Lot One,0.619
421 CLEMENTI AVE 1,CLEMENTI,1,2013,"{'3 ROOM': 74.0, '4 ROOM': 100.0}",1.30909798702908,103.768355913054,Clementi MRT,0.756,West Coast Plaza,0.669
421 FAJAR RD,BUKIT PANJANG,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.38439637247239,103.770045042926,Bukit Panjang MRT,1.122,Bukit Panjang Plaza,0.805
421 HOUGANG AVE 10,HOUGANG,0,1989,"{'4 ROOM': 113.0, '5 ROOM': 122.0}",1.37542347327419,103.894728671793,Hougang MRT,0.629,Hougang Mall,0.342
421 JURONG WEST ST 42,JURONG WEST,0,1985,"{'3 ROOM': 64.0, '4 ROOM': 84.0}",1.35019763757677,103.727348817983,Lakeside MRT,0.971,JCube,2.354
421 PASIR RIS DR 6,PASIR RIS,1,1989,{'4 ROOM': 105.0},1.37110521918972,103.954876767473,Pasir Ris MRT,0.658,Downtown East,0.545
421 SERANGOON CTRL,SERANGOON,1,1989,"{'4 ROOM': 103.0, '5 ROOM': 121.0}",1.348845490498,103.875224639926,Serangoon MRT,0.337,NEX,0.39
421 TAMPINES ST 41,TAMPINES,1,1985,"{'3 ROOM': 74.0, '4 ROOM': 105.0}",1.35751860691899,103.947536321519,Tampines MRT,0.539,Tampines 1,0.455
421 WOODLANDS ST 41,WOODLANDS,0,1996,"{'4 ROOM': 106.0, '5 ROOM': 121.0}",1.42777430170853,103.774621743717,Marsiling MRT,0.531,Causeway Point,1.533
421A NORTHSHORE DR,PUNGGOL,0,2021,{'2 ROOM': 47.0},1.41905392093084,103.903939265877,Punggol Coast MRT,0.83,Waterway Point,1.409
422 ANG MO KIO AVE 3,ANG MO KIO,1,1979,"{'3 ROOM': 73.0, '4 ROOM': 98.0, 'EXECUTIVE': 174.0}",1.36799988809778,103.851873942231,Ang Mo Kio MRT,0.335,AMK Hub,0.408
422 BEDOK NTH RD,BEDOK,1,1979,{'4 ROOM': 92.0},1.32868929343533,103.928893754255,Bedok MRT,0.538,Bedok Mall,0.441
422 BT BATOK WEST AVE 2,BUKIT BATOK,0,1988,"{'3 ROOM': 68.0, '4 ROOM': 94.0}",1.36218905539241,103.745774940015,Bukit Gombak MRT,0.778,West Mall,1.398
422 CANBERRA RD,SEMBAWANG,0,2001,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.45343668669671,103.818449528171,Sembawang MRT,0.519,Sun Plaza,0.594
422 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1992,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.38225681754484,103.740957419462,Choa Chu Kang MRT,0.49,Lot One,0.57
422 FAJAR RD,BUKIT PANJANG,0,1988,{'EXECUTIVE': 146.0},1.38501326288105,103.769678527968,Bukit Panjang MRT,1.122,Bukit Panjang Plaza,0.819
422 HOUGANG AVE 6,HOUGANG,0,1990,"{'4 ROOM': 103.0, '5 ROOM': 122.0}",1.37477276740887,103.894050584351,Hougang MRT,0.532,Hougang Mall,0.255
422 JURONG WEST ST 42,JURONG WEST,0,1985,"{'3 ROOM': 64.0, '4 ROOM': 84.0}",1.3502543792217,103.726390598371,Lakeside MRT,0.9,JCube,2.425
422 PASIR RIS DR 6,PASIR RIS,1,1989,{'EXECUTIVE': 151.0},1.37042585991842,103.954516818246,Pasir Ris MRT,0.65,Downtown East,0.626
422 SERANGOON CTRL,SERANGOON,1,1989,"{'4 ROOM': 105.0, '5 ROOM': 121.0}",1.34885014270392,103.87600083488,Serangoon MRT,0.41,NEX,0.464
422 TAMPINES ST 41,TAMPINES,1,1985,"{'3 ROOM': 64.0, '4 ROOM': 90.0}",1.35731431611461,103.947005050195,Tampines MRT,0.492,Tampines 1,0.402
423 ANG MO KIO AVE 3,ANG MO KIO,1,1993,"{'4 ROOM': 108.0, '5 ROOM': 133.0}",1.36876058776016,103.851771128044,Ang Mo Kio MRT,0.278,AMK Hub,0.373
423 BEDOK NTH AVE 1,BEDOK,1,1979,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.32797614118511,103.927565110763,Bedok MRT,0.519,Bedok Mall,0.406
423 BT BATOK WEST AVE 2,BUKIT BATOK,0,1988,"{'3 ROOM': 68.0, '4 ROOM': 94.0}",1.36215691970023,103.744946718558,Bukit Gombak MRT,0.857,West Mall,1.422
423 CANBERRA RD,SEMBAWANG,0,2001,{'EXECUTIVE': 130.0},1.45374132100674,103.818123782511,Sembawang MRT,0.564,Sun Plaza,0.635
423 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1992,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.3820241469387,103.740310723833,Choa Chu Kang MRT,0.561,Lot One,0.644
423 CLEMENTI AVE 1,CLEMENTI,1,2013,"{'2 ROOM': 49.0, '3 ROOM': 70.0, '4 ROOM': 100.0}",1.30945612208303,103.769918822857,Clementi MRT,0.82,West Coast Plaza,0.79
423 FAJAR RD,BUKIT PANJANG,0,1989,{'5 ROOM': 122.0},1.38539699350939,103.769211131634,Bukit Panjang MRT,1.103,Bukit Panjang Plaza,0.814
423 HOUGANG AVE 6,HOUGANG,0,1989,"{'4 ROOM': 105.0, '5 ROOM': 123.0}",1.37415468804791,103.89401945837,Hougang MRT,0.468,Hougang Mall,0.187
423 JURONG WEST AVE 1,JURONG WEST,0,1984,"{'3 ROOM': 74.0, '4 ROOM': 104.0}",1.35086140005278,103.725450709899,Lakeside MRT,0.888,Jurong Point,2.442
423 PASIR RIS DR 6,PASIR RIS,1,1989,"{'4 ROOM': 104.0, '5 ROOM': 131.0}",1.3701664165127,103.954785587471,Pasir Ris MRT,0.69,Downtown East,0.65
423 SERANGOON CTRL,SERANGOON,1,1989,{'EXECUTIVE': 146.0},1.3484907716087,103.875588802735,Serangoon MRT,0.394,NEX,0.445
423 TAMPINES ST 41,TAMPINES,1,1985,"{'4 ROOM': 84.0, '5 ROOM': 122.0}",1.35707271057215,103.947601553633,Tampines MRT,0.5,Tampines 1,0.421
423 YISHUN AVE 11,YISHUN,0,1988,{'4 ROOM': 84.0},1.42284296540435,103.848313795012,Yishun MRT,1.651,Junction 9,1.361
424 ANG MO KIO AVE 3,ANG MO KIO,1,1979,"{'3 ROOM': 73.0, '4 ROOM': 98.0}",1.36860660305158,103.850808805402,Ang Mo Kio MRT,0.203,AMK Hub,0.273
424 BEDOK NTH AVE 1,BEDOK,1,1979,"{'3 ROOM': 67.0, '4 ROOM': 91.0, 'EXECUTIVE': 163.0}",1.32842001017396,103.927482674529,Bedok MRT,0.567,Bedok Mall,0.455
424 BT BATOK WEST AVE 2,BUKIT BATOK,0,1987,"{'3 ROOM': 64.0, '4 ROOM': 85.0}",1.36185535796353,103.74553689387,Bukit Gombak MRT,0.783,West Mall,1.37
424 CANBERRA RD,SEMBAWANG,0,2001,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.45383269452891,103.818731178228,Sembawang MRT,0.551,Sun Plaza,0.633
424 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1992,"{'4 ROOM': 106.0, '5 ROOM': 122.0}",1.38148303585952,103.740309029232,Choa Chu Kang MRT,0.602,Lot One,0.678
424 CLEMENTI AVE 1,CLEMENTI,1,2013,"{'3 ROOM': 73.0, '4 ROOM': 100.0}",1.30954013201631,103.770500847759,Clementi MRT,0.856,West Coast Plaza,0.836
424 FAJAR RD,BUKIT PANJANG,0,1989,{'4 ROOM': 108.0},1.38573866937106,103.769173144685,Bukit Panjang MRT,1.122,Bukit Panjang Plaza,0.84
424 HOUGANG AVE 6,HOUGANG,0,1989,"{'4 ROOM': 105.0, '5 ROOM': 132.0}",1.37376370041835,103.893618945204,Hougang MRT,0.41,Hougang Mall,0.142
424 JURONG WEST AVE 1,JURONG WEST,0,1984,"{'3 ROOM': 74.0, '4 ROOM': 105.0}",1.35105755054314,103.724885928904,Lakeside MRT,0.873,Jurong Point,2.4
424 PASIR RIS DR 6,PASIR RIS,1,1989,{'EXECUTIVE': 153.0},1.37003389949154,103.954505634101,Pasir Ris MRT,0.67,Downtown East,0.669
424 SERANGOON CTRL,SERANGOON,1,1989,{'EXECUTIVE': 146.0},1.34814738936672,103.875590835007,Serangoon MRT,0.418,NEX,0.468
424 TAMPINES ST 41,TAMPINES,1,1985,"{'3 ROOM': 74.0, '4 ROOM': 105.0}",1.3574700321204,103.948217690385,Tampines MRT,0.576,Tampines 1,0.5
424 WOODLANDS ST 41,WOODLANDS,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 121.0}",1.42728730939008,103.774859398322,Marsiling MRT,0.588,Causeway Point,1.546
424A YISHUN AVE 11,YISHUN,0,2015,"{'2 ROOM': 47.0, '3 ROOM': 67.0}",1.42322643296322,103.848049317931,Yishun MRT,1.606,Junction 9,1.31
424B YISHUN AVE 11,YISHUN,0,2015,"{'2 ROOM': 47.0, '3 ROOM': 67.0}",1.42324554532359,103.84854187629,Yishun MRT,1.655,Junction 9,1.338
424C YISHUN AVE 11,YISHUN,0,2015,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.42325871209596,103.849154996435,Yishun MRT,1.717,Junction 9,1.377
424D YISHUN AVE 11,YISHUN,0,2015,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.42282966353596,103.849223389089,Yishun MRT,1.743,Junction 9,1.42
425 ANG MO KIO AVE 3,ANG MO KIO,1,1979,"{'3 ROOM': 73.0, '4 ROOM': 98.0}",1.36912241721255,103.851616057064,Ang Mo Kio MRT,0.246,AMK Hub,0.35
425 BEDOK NTH RD,BEDOK,1,1979,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.32936960154503,103.929067536324,Bedok MRT,0.608,Bedok Mall,0.516
425 BT BATOK WEST AVE 2,BUKIT BATOK,0,1987,"{'3 ROOM': 64.0, '4 ROOM': 85.0}",1.3618323500025,103.745225942903,Bukit Gombak MRT,0.813,West Mall,1.378
425 CANBERRA RD,SEMBAWANG,0,2001,"{'4 ROOM': 90.0, '5 ROOM': 110.0}",1.4543786727951,103.818678117563,Sembawang MRT,0.612,Sun Plaza,0.694
425 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1992,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.38121893045435,103.739482403988,Choa Chu Kang MRT,0.689,Lot One,0.77
425 CLEMENTI AVE 1,CLEMENTI,1,2013,"{'4 ROOM': 100.0, '5 ROOM': 113.0}",1.30962652347548,103.771123130536,Dover MRT,0.858,West Coast Plaza,0.888
425 FAJAR RD,BUKIT PANJANG,0,1989,{'5 ROOM': 122.0},1.38585799382058,103.769495984289,Bukit Panjang MRT,1.159,Bukit Panjang Plaza,0.873
425 HOUGANG AVE 6,HOUGANG,0,1990,{'4 ROOM': 105.0},1.37342329350967,103.893600213613,Hougang MRT,0.374,Hougang Mall,0.105
425 JURONG WEST AVE 1,JURONG WEST,0,1984,"{'3 ROOM': 74.0, '4 ROOM': 107.0, 'EXECUTIVE': 148.0}",1.35085080574192,103.724437331849,Lakeside MRT,0.829,Jurong Point,2.345
425 PASIR RIS DR 6,PASIR RIS,1,1989,"{'4 ROOM': 104.0, '5 ROOM': 128.0}",1.36956993932329,103.954864275083,Pasir Ris MRT,0.731,Downtown East,0.714
425 SERANGOON AVE 1,SERANGOON,1,1989,"{'4 ROOM': 106.0, '5 ROOM': 121.0}",1.34812643498708,103.876605097771,Serangoon MRT,0.509,NEX,0.562
425 TAMPINES ST 41,TAMPINES,1,1985,"{'4 ROOM': 84.0, '5 ROOM': 122.0}",1.3590599438785,103.94818218974,Tampines MRT,0.724,Tampines 1,0.636
425 WOODLANDS ST 41,WOODLANDS,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 121.0}",1.42711319460913,103.773996244241,Marsiling MRT,0.601,Causeway Point,1.633
425 YISHUN AVE 11,YISHUN,0,1988,{'4 ROOM': 84.0},1.42242242128485,103.848326515766,Yishun MRT,1.674,Junction 9,1.402
426 ANG MO KIO AVE 3,ANG MO KIO,1,1978,{'4 ROOM': 92.0},1.36948046776679,103.853309796692,Ang Mo Kio MRT,0.42,AMK Hub,0.537
426 BEDOK NTH RD,BEDOK,1,1979,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.32980063275837,103.928985674792,Bedok MRT,0.657,Bedok Mall,0.564
426 BT BATOK WEST AVE 2,BUKIT BATOK,0,1987,"{'4 ROOM': 83.0, '5 ROOM': 120.0}",1.36167974405645,103.744897400512,Bukit Gombak MRT,0.839,West Mall,1.374
426 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,{'4 ROOM': 104.0},1.38053535977727,103.739234509084,Choa Chu Kang MRT,0.761,Lot One,0.837
426 CLEMENTI AVE 3,CLEMENTI,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 91.0, '5 ROOM': 134.0}",1.31158040643011,103.764211279777,Clementi MRT,0.408,The Clementi Mall,0.369
426 FAJAR RD,BUKIT PANJANG,0,1989,{'EXECUTIVE': 145.0},1.3862212525698,103.769484069418,Bukit Panjang MRT,1.183,Bukit Panjang Plaza,0.903
426 HOUGANG AVE 6,HOUGANG,0,1989,"{'4 ROOM': 105.0, '5 ROOM': 123.0}",1.3735640903293,103.89307111249,Hougang MRT,0.37,Hougang Mall,0.142
426 JURONG WEST AVE 1,JURONG WEST,0,1985,"{'4 ROOM': 108.0, '5 ROOM': 133.0}",1.35159139427911,103.72464010393,Lakeside MRT,0.913,Jurong Point,2.41
426 PASIR RIS DR 6,PASIR RIS,1,1988,{'4 ROOM': 84.0},1.36996833213481,103.956002614221,Pasir Ris MRT,0.821,Downtown East,0.667
426 SERANGOON AVE 1,SERANGOON,1,1988,"{'4 ROOM': 105.0, '5 ROOM': 121.0}",1.34779505728772,103.876022094599,Serangoon MRT,0.48,NEX,0.53
426 TAMPINES ST 41,TAMPINES,1,1986,{'EXECUTIVE': 148.0},1.35957478152808,103.947930045838,Tampines MRT,0.763,Tampines 1,0.671
426 WOODLANDS ST 41,WOODLANDS,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 120.0}",1.42711341742034,103.773283188353,Marsiling MRT,0.608,Causeway Point,1.697
426A YISHUN AVE 11,YISHUN,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.42308082717826,103.846419380158,Yishun MRT,1.453,Junction 9,1.236
426B YISHUN AVE 11,YISHUN,0,2015,{'4 ROOM': 92.0},1.4227214845963,103.846366899948,Yishun MRT,1.468,Junction 9,1.269
426C YISHUN AVE 11,YISHUN,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.42271649180053,103.846963657212,Yishun MRT,1.525,Junction 9,1.299
426D YISHUN AVE 11,YISHUN,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.42312201562129,103.84749822076,Yishun MRT,1.556,Junction 9,1.288
427 ANG MO KIO AVE 3,ANG MO KIO,1,1978,{'4 ROOM': 92.0},1.36931185924705,103.854550605629,Ang Mo Kio MRT,0.559,AMK Hub,0.675
427 BEDOK NTH RD,BEDOK,1,1979,{'4 ROOM': 92.0},1.32910888380153,103.92773420389,Bedok MRT,0.623,Bedok Mall,0.515
427 BT PANJANG RING RD,BUKIT PANJANG,0,1989,{'5 ROOM': 133.0},1.38637062116916,103.76981124939,Bukit Panjang MRT,1.221,Bukit Panjang Plaza,0.939
427 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1992,"{'4 ROOM': 104.0, '5 ROOM': 132.0}",1.38088418626698,103.73976352968,Choa Chu Kang MRT,0.692,Lot One,0.766
427 CLEMENTI AVE 3,CLEMENTI,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.31197064490002,103.763802999659,Clementi MRT,0.382,The Clementi Mall,0.333
427 HOUGANG AVE 6,HOUGANG,0,1990,{'EXECUTIVE': 145.0},1.37447080577543,103.893091053432,Hougang MRT,0.469,Hougang Mall,0.233
427 JURONG WEST AVE 1,JURONG WEST,0,1985,"{'4 ROOM': 104.0, '5 ROOM': 133.0}",1.35131373566097,103.725596710632,Lakeside MRT,0.939,Jurong Point,2.482
427 PASIR RIS DR 6,PASIR RIS,1,1988,{'4 ROOM': 84.0},1.37030649259799,103.956014968641,Pasir Ris MRT,0.808,Downtown East,0.629
427 SERANGOON CTRL,SERANGOON,1,1989,"{'4 ROOM': 105.0, '5 ROOM': 121.0}",1.34778813419006,103.875198480006,Serangoon MRT,0.416,NEX,0.463
427 TAMPINES ST 41,TAMPINES,1,1986,{'EXECUTIVE': 148.0},1.35954388945989,103.948530438356,Tampines East MRT,0.774,Tampines 1,0.702
427 WOODLANDS ST 41,WOODLANDS,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 117.0}",1.42729507942919,103.772494639198,Marsiling MRT,0.607,Causeway Point,1.758
427 YISHUN AVE 11,YISHUN,0,1988,{'4 ROOM': 84.0},1.42206906919871,103.848091765572,Yishun MRT,1.67,Junction 9,1.422
428 ANG MO KIO AVE 3,ANG MO KIO,1,1978,{'4 ROOM': 92.0},1.36893906457102,103.854412288513,Ang Mo Kio MRT,0.551,AMK Hub,0.662
428 BEDOK NTH RD,BEDOK,1,1979,{'4 ROOM': 92.0},1.32953994162628,103.9276500842,Bedok MRT,0.67,Bedok Mall,0.563
428 BT PANJANG RING RD,BUKIT PANJANG,0,1989,"{'4 ROOM': 103.0, '5 ROOM': 129.0}",1.38671359425711,103.769773159389,Bukit Panjang MRT,1.242,Bukit Panjang Plaza,0.966
428 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1992,{'4 ROOM': 105.0},1.38123953345099,103.739992955985,Choa Chu Kang MRT,0.646,Lot One,0.722
428 CLEMENTI AVE 3,CLEMENTI,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.31251199063401,103.763268836507,Clementi MRT,0.36,The Clementi Mall,0.295
428 HOUGANG AVE 6,HOUGANG,0,1990,{'EXECUTIVE': 149.0},1.37499448674029,103.893254845203,Hougang MRT,0.53,Hougang Mall,0.284
428 JURONG WEST AVE 1,JURONG WEST,0,1985,"{'3 ROOM': 75.0, '4 ROOM': 103.0}",1.35159913494273,103.725287626291,Lakeside MRT,0.948,Jurong Point,2.47
428 PASIR RIS DR 6,PASIR RIS,1,1990,"{'4 ROOM': 104.0, '5 ROOM': 123.0}",1.36938405176505,103.95649211363,Pasir Ris MRT,0.899,White Sands,0.64
428 TAMPINES ST 41,TAMPINES,1,1986,{'EXECUTIVE': 148.0},1.35908616639236,103.948910995142,Tampines East MRT,0.713,Tampines 1,0.686
428 WOODLANDS ST 41,WOODLANDS,0,1996,{'4 ROOM': 84.0},1.42698292390675,103.772578475525,Marsiling MRT,0.638,Causeway Point,1.769
428A YISHUN AVE 11,YISHUN,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.42252779234301,103.847445232519,Yishun MRT,1.582,Junction 9,1.342
428B YISHUN AVE 11,YISHUN,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.42207815400064,103.847233385196,Yishun MRT,1.587,Junction 9,1.375
429 ANG MO KIO AVE 3,ANG MO KIO,1,1978,{'4 ROOM': 92.0},1.36908945810878,103.853421470221,Ang Mo Kio MRT,0.44,AMK Hub,0.551
429 BT PANJANG RING RD,BUKIT PANJANG,0,1989,{'5 ROOM': 122.0},1.38683387310593,103.770094860892,Bukit Panjang MRT,1.278,Bukit Panjang Plaza,0.999
