Address,Town,Mature,Lease Commence Date,Floor Area Map,Lat,Long,Nearest_MRT,Distance_to_MRT,Nearest_Mall,Distance_to_Mall
429 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,"{'4 ROOM': 106.0, '5 ROOM': 125.0}",1.38274325486337,103.740135563152,Choa Chu Kang MRT,0.527,Lot One,0.624
429 CLEMENTI AVE 3,CLEMENTI,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.31291218870832,103.762860973019,Clementi MRT,0.357,The Clementi Mall,0.281
429 HOUGANG AVE 6,HOUGANG,0,1989,{'EXECUTIVE': 146.0},1.37543488475803,103.893743438459,Hougang MRT,0.591,Hougang Mall,0.327
429 JURONG WEST AVE 1,JURONG WEST,0,1985,"{'3 ROOM': 75.0, '4 ROOM': 104.0}",1.35192513082392,103.72449679521,Lakeside MRT,0.939,Jurong Point,2.417
429 PASIR RIS DR 6,PASIR RIS,1,1990,"{'4 ROOM': 104.0, '5 ROOM': 131.0}",1.37007368495954,103.956730877173,Pasir Ris MRT,0.891,Downtown East,0.666
429 TAMPINES ST 41,TAMPINES,1,1985,{'EXECUTIVE': 148.0},1.3590857124975,103.949767162999,Tampines East MRT,0.63,Tampines 1,0.749
429 WOODLANDS ST 41,WOODLANDS,0,1996,{'4 ROOM': 84.0},1.42661684900233,103.772948569562,Marsiling MRT,0.668,Causeway Point,1.76
429A YISHUN AVE 11,YISHUN,0,2015,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.42209731725453,103.849560369299,Yishun MRT,1.812,Junction 9,1.508
429B BEDOK NTH RD,BEDOK,1,2021,"{'3 ROOM': 69.0, '4 ROOM': 94.0}",1.33017315645294,103.932561548319,Bedok Reservoir MRT,0.716,Bedok Mall,0.707
429B YISHUN AVE 11,YISHUN,0,2015,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.42171591948582,103.849243699301,Yishun MRT,1.801,Junction 9,1.523
42A SIMS DR,GEYLANG,1,1989,"{'4 ROOM': 108.0, '5 ROOM': 122.0}",1.31666887543625,103.87609745599,Geylang Bahru MRT,0.716,Aperia Mall,1.499
43 BEDOK STH RD,BEDOK,1,1977,{'4 ROOM': 84.0},1.32154128092741,103.94159328974,Tanah Merah MRT,0.821,East Village,1.248
43 BENDEMEER RD,KALLANG/WHAMPOA,1,1981,{'3 ROOM': 63.0},1.32112499272338,103.865833285976,Boon Keng MRT,0.44,Aperia Mall,1.16
43 CAMBRIDGE RD,KALLANG/WHAMPOA,1,1982,{'4 ROOM': 91.0},1.31536302699791,103.849434501824,Farrer Park MRT,0.641,United Square,0.679
43 CHAI CHEE ST,BEDOK,1,1980,{'4 ROOM': 92.0},1.32834668503077,103.925654810377,Bedok MRT,0.684,Bedok Mall,0.567
43 CIRCUIT RD,GEYLANG,1,1971,"{'2 ROOM': 42.0, '3 ROOM': 52.0, '4 ROOM': 92.0}",1.32648228290473,103.885544901533,Mattar MRT,0.259,Paya Lebar Square,1.157
43 HOLLAND DR,QUEENSTOWN,1,1975,{'3 ROOM': 59.0},1.30743411126247,103.792897574712,Buona Vista MRT,0.31,The Star Vista,0.5
43 JLN BAHAGIA,KALLANG/WHAMPOA,1,1972,{'3 ROOM': 100.0},1.32706129594152,103.857074784242,Boon Keng MRT,0.966,The Poiz Centre,1.333
43 JLN TIGA,GEYLANG,1,2005,"{'4 ROOM': 93.0, '5 ROOM': 111.0}",1.30813368626522,103.884729523853,Mountbatten MRT,0.289,Paya Lebar Quarter,1.294
43 LENGKOK BAHRU,BUKIT MERAH,1,1986,{'4 ROOM': 84.0},1.28695540244624,103.811000756246,Redhill MRT,0.704,Anchorpoint,0.691
43 LOR 5 TOA PAYOH,TOA PAYOH,1,1993,"{'4 ROOM': 110.0, '5 ROOM': 123.0}",1.3359069234545,103.854314596382,Toa Payoh MRT,0.84,The Poiz Centre,1.621
43 MARINE CRES,MARINE PARADE,1,1975,{'5 ROOM': 120.0},1.3055188809192,103.913021967404,Marine Terrace MRT,0.264,i12 Katong,0.887
43 MOH GUAN TER,BUKIT MERAH,1,1973,"{'2 ROOM': 44.0, '3 ROOM': 77.0, '4 ROOM': 131.0}",1.28467056650891,103.831049307715,Tiong Bahru MRT,0.481,Tiong Bahru Plaza,0.491
43 SIMS DR,GEYLANG,1,1990,"{'4 ROOM': 106.0, '5 ROOM': 121.0}",1.31716058404978,103.876582889534,Aljunied MRT,0.708,Aperia Mall,1.571
43 TEBAN GDNS RD,JURONG EAST,0,1985,"{'3 ROOM': 68.0, '4 ROOM': 93.0}",1.32110255874093,103.741674029792,Jurong East MRT,1.342,Jem,1.367
43 TELOK BLANGAH RISE,BUKIT MERAH,1,1976,"{'3 ROOM': 59.0, '5 ROOM': 141.0}",1.27037951175815,103.823235972289,HarbourFront MRT,0.637,VivoCity,0.685
430 ANG MO KIO AVE 3,ANG MO KIO,1,1979,{'5 ROOM': 119.0},1.36899287777802,103.85276134968,Ang Mo Kio MRT,0.371,AMK Hub,0.478
430 BT PANJANG RING RD,BUKIT PANJANG,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.38664061678035,103.770534452658,Bukit Panjang MRT,1.303,Bukit Panjang Plaza,1.015
430 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,"{'4 ROOM': 104.0, '5 ROOM': 124.0}",1.38391802750636,103.741090395244,Choa Chu Kang MRT,0.37,Lot One,0.479
430 CLEMENTI AVE 3,CLEMENTI,1,1979,{'3 ROOM': 67.0},1.31329277085705,103.762553042236,Clementi MRT,0.357,The Clementi Mall,0.274
430 HOUGANG AVE 6,HOUGANG,0,1989,{'EXECUTIVE': 149.0},1.37532106170398,103.893261128732,Hougang MRT,0.565,Hougang Mall,0.319
430 JURONG WEST AVE 1,JURONG WEST,0,1985,{'4 ROOM': 103.0},1.3519543113972,103.725622636589,Lakeside MRT,1.001,Jurong Point,2.523
430 TAMPINES ST 41,TAMPINES,1,1986,{'EXECUTIVE': 148.0},1.35955258080538,103.950148194163,Tampines East MRT,0.623,Tampines 1,0.816
430A BEDOK NTH RD,BEDOK,1,2021,"{'3 ROOM': 69.0, '4 ROOM': 94.0}",1.32970000498861,103.932990995274,Bedok MRT,0.719,Bedok Mall,0.691
430A FERNVALE LINK,SENGKANG,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.39387016239186,103.878517201425,Sengkang MRT,1.902,The Seletar Mall,0.377
430A YISHUN AVE 11,YISHUN,0,2015,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.42141170441529,103.848563744666,Yishun MRT,1.752,Junction 9,1.511
430B FERNVALE LINK,SENGKANG,0,2015,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.39390769406304,103.8782232872,Sengkang MRT,1.935,The Seletar Mall,0.358
430B YISHUN AVE 11,YISHUN,0,2015,{'4 ROOM': 92.0},1.42098709730833,103.848612654306,Yishun MRT,1.781,Junction 9,1.555
430C FERNVALE LINK,SENGKANG,0,2015,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.39458976282864,103.878281439779,Sengkang MRT,1.939,The Seletar Mall,0.422
430D FERNVALE LINK,SENGKANG,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.3948267807044,103.878003319945,Sengkang MRT,1.974,The Seletar Mall,0.428
431 ANG MO KIO AVE 10,ANG MO KIO,1,1979,{'5 ROOM': 119.0},1.36822021035822,103.852978892068,Ang Mo Kio MRT,0.425,AMK Hub,0.517
431 BT PANJANG RING RD,BUKIT PANJANG,0,1988,{'4 ROOM': 84.0},1.38602501192541,103.770847695844,Bukit Panjang MRT,1.292,Bukit Panjang Plaza,0.991
431 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,"{'4 ROOM': 104.0, '5 ROOM': 134.0}",1.38403775540864,103.741773099201,Choa Chu Kang MRT,0.297,Lot One,0.402
431 CLEMENTI AVE 3,CLEMENTI,1,1979,"{'3 ROOM': 67.0, '4 ROOM': 95.0}",1.31377438724798,103.762535189721,Clementi MRT,0.331,The Clementi Mall,0.244
431 HOUGANG AVE 6,HOUGANG,0,1989,{'EXECUTIVE': 145.0},1.37563298230886,103.893107879251,Hougang MRT,0.597,Hougang Mall,0.357
431 JURONG WEST AVE 1,JURONG WEST,0,1985,"{'3 ROOM': 75.0, '4 ROOM': 104.0}",1.35230306526458,103.72463219774,Lakeside MRT,0.984,Jurong Point,2.454
431 TAMPINES ST 41,TAMPINES,1,1986,{'EXECUTIVE': 143.0},1.35958483033608,103.950730740317,Tampines East MRT,0.575,Tampines 1,0.864
431A BEDOK NTH RD,BEDOK,1,2021,"{'3 ROOM': 69.0, '4 ROOM': 94.0}",1.32905755230773,103.932883464646,Bedok MRT,0.65,Bedok Mall,0.627
431A YISHUN AVE 1,YISHUN,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.41960682497896,103.84728823711,Khatib MRT,1.61,Northpoint City,1.566
431B YISHUN AVE 1,YISHUN,0,2015,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.4203331802259,103.847102448565,Khatib MRT,1.604,Northpoint City,1.501
431C YISHUN AVE 1,YISHUN,0,2015,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.42019719250114,103.84650450091,Khatib MRT,1.536,Northpoint City,1.457
431D YISHUN AVE 1,YISHUN,0,2015,{'4 ROOM': 92.0},1.4199690584837,103.846969476811,Khatib MRT,1.581,Northpoint City,1.513
432 ANG MO KIO AVE 10,ANG MO KIO,1,1979,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.36830996981351,103.853600305664,Ang Mo Kio MRT,0.484,AMK Hub,0.582
432 BT PANJANG RING RD,BUKIT PANJANG,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.38623384280798,103.771188152165,Bukit Panjang MRT,1.336,Bukit Panjang Plaza,1.034
432 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,"{'4 ROOM': 104.0, '5 ROOM': 121.0}",1.38464414439202,103.741833630214,Choa Chu Kang MRT,0.263,Lot One,0.381
432 CLEMENTI AVE 3,CLEMENTI,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.31402057628905,103.762740587497,Clementi MRT,0.298,The Clementi Mall,0.211
432 HOUGANG AVE 6,HOUGANG,0,1989,"{'4 ROOM': 105.0, '5 ROOM': 122.0}",1.37624747605037,103.8931285136,Hougang MRT,0.664,Hougang Mall,0.423
432 JURONG WEST ST 42,JURONG WEST,0,1984,"{'3 ROOM': 74.0, '4 ROOM': 104.0}",1.35256372860883,103.723569457588,Lakeside MRT,0.968,Jurong Point,2.377
432 TAMPINES ST 41,TAMPINES,1,1986,"{'4 ROOM': 84.0, '5 ROOM': 122.0}",1.35887571395227,103.950535549557,Tampines East MRT,0.545,Tampines 1,0.795
432A SENGKANG WEST WAY,SENGKANG,0,2014,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.39475047645333,103.877202311729,Sengkang MRT,2.061,The Seletar Mall,0.384
432A YISHUN AVE 1,YISHUN,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.41930728950471,103.847043629046,Khatib MRT,1.578,Northpoint City,1.565
432B SENGKANG WEST WAY,SENGKANG,0,2014,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.39397232900968,103.877135274753,Sengkang MRT,2.055,The Seletar Mall,0.3
432B YISHUN AVE 1,YISHUN,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.41909993352842,103.846461812401,Khatib MRT,1.511,Northpoint City,1.53
432C YISHUN AVE 1,YISHUN,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.41949570230706,103.845973427257,Khatib MRT,1.463,Northpoint City,1.46
432D YISHUN AVE 1,YISHUN,0,2015,"{'4 ROOM': 92.0, '5 ROOM': 112.0}",1.4197951639605,103.846174058788,Khatib MRT,1.491,Northpoint City,1.456
433 ANG MO KIO AVE 10,ANG MO KIO,1,1979,"{'3 ROOM': 67.0, '4 ROOM': 92.0, 'EXECUTIVE': 162.0}",1.36807652285135,103.854353042615,Ang Mo Kio MRT,0.572,AMK Hub,0.669
433 BT PANJANG RING RD,BUKIT PANJANG,0,1988,{'EXECUTIVE': 145.0},1.38573032403926,103.771212580732,Bukit Panjang MRT,1.308,Bukit Panjang Plaza,0.999
433 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,"{'4 ROOM': 104.0, '5 ROOM': 121.0}",1.38493078338858,103.741771823351,Choa Chu Kang MRT,0.262,Lot One,0.386
433 CLEMENTI AVE 3,CLEMENTI,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.3140162229847,103.761827364842,Clementi MRT,0.393,The Clementi Mall,0.305
433 HOUGANG AVE 8,HOUGANG,0,1989,"{'4 ROOM': 113.0, '5 ROOM': 122.0}",1.37614023951393,103.893823744606,Hougang MRT,0.668,Hougang Mall,0.405
433 JURONG WEST ST 42,JURONG WEST,0,1985,"{'3 ROOM': 74.0, '4 ROOM': 104.0}",1.3527798445309,103.722858578257,Lakeside MRT,0.971,Jurong Point,2.33
433 TAMPINES ST 43,TAMPINES,1,1987,"{'3 ROOM': 64.0, '4 ROOM': 84.0}",1.35904050139779,103.951132576329,Tampines East MRT,0.502,Tampines 1,0.858
433 YISHUN AVE 6,YISHUN,0,1988,{'4 ROOM': 84.0},1.42091180649596,103.847293288083,Khatib MRT,1.639,Northpoint City,1.483
433A SENGKANG WEST WAY,SENGKANG,0,2014,"{'3 ROOM': 67.0, '4 ROOM': 93.0}",1.39494947298112,103.877566961287,Sengkang MRT,2.024,The Seletar Mall,0.419
433B SENGKANG WEST WAY,SENGKANG,0,2014,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.39388894272879,103.877494624525,Sengkang MRT,2.015,The Seletar Mall,0.309
434 ANG MO KIO AVE 10,ANG MO KIO,1,1979,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.3678915069194,103.85345502653,Ang Mo Kio MRT,0.489,AMK Hub,0.578
434 BT PANJANG RING RD,BUKIT PANJANG,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 122.0}",1.38545924836708,103.77050511557,Bukit Panjang MRT,1.226,Bukit Panjang Plaza,0.92
434 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,"{'4 ROOM': 106.0, '5 ROOM': 125.0}",1.38444682435766,103.74108952188,Choa Chu Kang MRT,0.348,Lot One,0.466
434 CLEMENTI AVE 3,CLEMENTI,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.31456889716041,103.761612603199,Clementi MRT,0.402,The Clementi Mall,0.315
434 HOUGANG AVE 8,HOUGANG,0,1989,"{'4 ROOM': 105.0, '5 ROOM': 122.0}",1.37647221404827,103.893822113477,Hougang MRT,0.704,Hougang Mall,0.442
434 JURONG WEST ST 42,JURONG WEST,0,1984,"{'3 ROOM': 81.0, '4 ROOM': 103.0}",1.35240453284328,103.722709652373,Lakeside MRT,0.927,Jurong Point,2.291
434 TAMPINES ST 43,TAMPINES,1,1986,"{'3 ROOM': 74.0, '4 ROOM': 105.0}",1.3592418423449,103.951613078969,Tampines East MRT,0.477,Tampines 1,0.914
434A FERNVALE RD,SENGKANG,0,2013,"{'3 ROOM': 68.0, '4 ROOM': 94.0}",1.39437366578651,103.876322418463,Sengkang MRT,2.151,The Seletar Mall,0.324
434B FERNVALE RD,SENGKANG,0,2013,"{'4 ROOM': 94.0, '5 ROOM': 113.0}",1.39460960429021,103.876585517065,Sengkang MRT,2.126,The Seletar Mall,0.353
435 ANG MO KIO AVE 10,ANG MO KIO,1,1979,"{'3 ROOM': 67.0, '4 ROOM': 92.0}",1.36766116325929,103.854307499675,Ang Mo Kio MRT,0.585,AMK Hub,0.676
435 BT PANJANG RING RD,BUKIT PANJANG,0,1988,{'4 ROOM': 84.0},1.38603975530039,103.770196329443,Bukit Panjang MRT,1.234,Bukit Panjang Plaza,0.94
435 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,"{'4 ROOM': 104.0, '5 ROOM': 134.0}",1.38513876368188,103.741050016887,Choa Chu Kang MRT,0.338,Lot One,0.466
435 CLEMENTI AVE 3,CLEMENTI,1,1978,"{'3 ROOM': 67.0, '4 ROOM': 91.0}",1.31456210565181,103.76253024021,Clementi MRT,0.302,The Clementi Mall,0.214
435 HOUGANG AVE 8,HOUGANG,0,1991,{'4 ROOM': 105.0},1.37752800104625,103.89360316857,Buangkok MRT,0.688,Hougang Mall,0.56
435 JURONG WEST ST 42,JURONG WEST,0,1984,"{'3 ROOM': 76.0, '4 ROOM': 105.0}",1.35211011264928,103.723687896053,Lakeside MRT,0.925,Jurong Point,2.357
435 TAMPINES ST 43,TAMPINES,1,1986,{'4 ROOM': 84.0},1.35976653454884,103.95107341998,Tampines East MRT,0.561,Tampines 1,0.906
435 YISHUN AVE 6,YISHUN,0,1988,{'4 ROOM': 84.0},1.42133227396902,103.847281046929,Yishun MRT,1.636,Junction 9,1.452
435A FERNVALE RD,SENGKANG,0,2013,"{'4 ROOM': 94.0, '5 ROOM': 113.0}",1.39339897949587,103.876290547918,Sengkang MRT,2.142,The Seletar Mall,0.215
435B BT BATOK WEST AVE 5,BUKIT BATOK,0,2020,"{'2 ROOM': 47.0, '3 ROOM': 68.0, '4 ROOM': 93.0}",1.35882272265832,103.740404826736,Bukit Gombak MRT,1.266,West Mall,1.379
435B FERNVALE RD,SENGKANG,0,2013,"{'3 ROOM': 68.0, '4 ROOM': 94.0}",1.39339364366596,103.876644854346,Sengkang MRT,2.103,The Seletar Mall,0.222
435C BT BATOK WEST AVE 5,BUKIT BATOK,0,2020,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.35830193962809,103.739753503555,Bukit Gombak MRT,1.339,West Mall,1.392
435C FERNVALE RD,SENGKANG,0,2013,"{'4 ROOM': 94.0, '5 ROOM': 113.0}",1.39359978788204,103.876912987517,Sengkang MRT,2.075,The Seletar Mall,0.252
436 ANG MO KIO AVE 10,ANG MO KIO,1,1979,{'4 ROOM': 92.0},1.36734158552808,103.854041064261,Ang Mo Kio MRT,0.576,AMK Hub,0.659
436 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,{'EXECUTIVE': 144.0},1.3845738801474,103.740368750567,Choa Chu Kang MRT,0.422,Lot One,0.544
436 FAJAR RD,BUKIT PANJANG,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 121.0}",1.38225913645163,103.770268856173,Bukit Panjang MRT,1.053,Bukit Panjang Plaza,0.707
436 HOUGANG AVE 8,HOUGANG,0,1990,"{'4 ROOM': 113.0, '5 ROOM': 122.0}",1.37720977790324,103.89384563357,Buangkok MRT,0.726,Hougang Mall,0.524
436 JURONG WEST AVE 1,JURONG WEST,0,1985,"{'4 ROOM': 108.0, '5 ROOM': 135.0}",1.35208689545167,103.722864957524,Lakeside MRT,0.896,Jurong Point,2.282
436 TAMPINES ST 43,TAMPINES,1,1986,"{'3 ROOM': 74.0, '4 ROOM': 105.0}",1.3595896657359,103.95159077743,Tampines East MRT,0.507,Tampines 1,0.936
436 WOODLANDS ST 41,WOODLANDS,0,1996,{'4 ROOM': 84.0},1.42661624805888,103.774872341652,Marsiling MRT,0.663,Causeway Point,1.593
436A BT BATOK WEST AVE 5,BUKIT BATOK,0,2020,"{'2 ROOM': 47.0, '3 ROOM': 68.0, '4 ROOM': 93.0}",1.35912883183507,103.739978327829,Bukit Gombak MRT,1.314,West Mall,1.436
436A FERNVALE RD,SENGKANG,0,2010,"{'3 ROOM': 69.0, '4 ROOM': 96.0}",1.39283366745998,103.876517997854,Buangkok MRT,2.1,The Seletar Mall,0.158
436B FERNVALE RD,SENGKANG,0,2010,"{'3 ROOM': 69.0, '4 ROOM': 96.0}",1.39287835979949,103.876975719617,Buangkok MRT,2.058,The Seletar Mall,0.183
436C FERNVALE RD,SENGKANG,0,2010,"{'3 ROOM': 70.0, '4 ROOM': 96.0}",1.39231468377271,103.876970188022,Buangkok MRT,2.028,The Seletar Mall,0.133
436D FERNVALE RD,SENGKANG,0,2010,"{'3 ROOM': 70.0, '4 ROOM': 96.0}",1.3921787440658,103.876627568951,Buangkok MRT,2.055,The Seletar Mall,0.097
437 ANG MO KIO AVE 10,ANG MO KIO,1,1979,{'5 ROOM': 119.0},1.36720027552413,103.853247443819,Ang Mo Kio MRT,0.51,AMK Hub,0.583
437 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,{'EXECUTIVE': 144.0},1.38410980069154,103.740645540511,Choa Chu Kang MRT,0.407,Lot One,0.522
437 FAJAR RD,BUKIT PANJANG,0,1997,"{'4 ROOM': 100.0, '5 ROOM': 117.0}",1.38250957258766,103.769548068869,Bukit Panjang MRT,0.985,Bukit Panjang Plaza,0.645
437 HOUGANG AVE 8,HOUGANG,0,1991,"{'4 ROOM': 103.0, '5 ROOM': 123.0}",1.37720415098471,103.893277823347,Buangkok MRT,0.722,Hougang Mall,0.527
437 JURONG WEST AVE 1,JURONG WEST,0,1985,"{'4 ROOM': 111.0, '5 ROOM': 135.0}",1.35157134078567,103.723964571541,Lakeside MRT,0.879,Jurong Point,2.346
437 TAMPINES ST 43,TAMPINES,1,1986,"{'3 ROOM': 74.0, '4 ROOM': 104.0}",1.35996624539325,103.951587758584,Tampines East MRT,0.539,Tampines 1,0.963
437 WOODLANDS ST 41,WOODLANDS,0,1996,{'4 ROOM': 84.0},1.42698226303345,103.774692737623,Marsiling MRT,0.62,Causeway Point,1.582
437 YISHUN AVE 6,YISHUN,0,1988,{'4 ROOM': 84.0},1.42168752611672,103.84756072452,Yishun MRT,1.641,Junction 9,1.431
437A BT BATOK WEST AVE 5,BUKIT BATOK,0,2020,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.35817033364294,103.739219664469,Bukit Gombak MRT,1.398,West Mall,1.428
438 ANG MO KIO AVE 10,ANG MO KIO,1,1979,{'4 ROOM': 92.0},1.3669708169506,103.853906591778,Ang Mo Kio MRT,0.585,AMK Hub,0.661
438 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,"{'4 ROOM': 104.0, '5 ROOM': 125.0}",1.38427313008787,103.739864729553,Choa Chu Kang MRT,0.485,Lot One,0.604
438 FAJAR RD,BUKIT PANJANG,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 121.0}",1.38277661697844,103.770296650614,Bukit Panjang MRT,1.074,Bukit Panjang Plaza,0.733
438 HOUGANG AVE 8,HOUGANG,0,1990,{'4 ROOM': 105.0},1.37804393558863,103.893152628592,Buangkok MRT,0.628,Hougang Mall,0.621
438 JURONG WEST AVE 1,JURONG WEST,0,1984,{'3 ROOM': 74.0},1.35140999298197,103.723600768486,Lakeside MRT,0.848,Jurong Point,2.303
438 TAMPINES ST 43,TAMPINES,1,1985,"{'3 ROOM': 74.0, '4 ROOM': 105.0}",1.360314073838,103.951590617952,Tampines East MRT,0.57,Tampines 1,0.989
438 YISHUN AVE 11,YISHUN,0,2000,{'2 ROOM': 40.0},1.42167934851855,103.846089210389,Yishun MRT,1.504,Northpoint City,1.324
438A BT BATOK WEST AVE 8,BUKIT BATOK,0,2020,"{'2 ROOM': 47.0, '4 ROOM': 93.0}",1.3574856237206,103.740845096872,Bukit Gombak MRT,1.223,West Mall,1.241
438A SENGKANG WEST AVE,SENGKANG,0,2011,"{'3 ROOM': 69.0, '4 ROOM': 94.0}",1.39274604000734,103.877421746156,Buangkok MRT,2.008,The Seletar Mall,0.202
438B BT BATOK WEST AVE 8,BUKIT BATOK,0,2020,"{'2 ROOM': 47.0, '3 ROOM': 68.0, '4 ROOM': 93.0}",1.35788978585234,103.740481164284,Bukit Gombak MRT,1.26,West Mall,1.301
438B SENGKANG WEST AVE,SENGKANG,0,2011,"{'3 ROOM': 69.0, '4 ROOM': 94.0}",1.39274518333866,103.877720031685,Sengkang MRT,1.978,The Seletar Mall,0.227
438C BT BATOK WEST AVE 8,BUKIT BATOK,0,2020,"{'2 ROOM': 47.0, '3 ROOM': 68.0, '4 ROOM': 93.0}",1.35775731757846,103.739408616622,Bukit Gombak MRT,1.38,West Mall,1.383
439 ANG MO KIO AVE 10,ANG MO KIO,1,1979,{'5 ROOM': 119.0},1.36629197864802,103.85349630883,Ang Mo Kio MRT,0.596,AMK Hub,0.656
439 CHOA CHU KANG AVE 4,CHOA CHU KANG,0,1993,"{'4 ROOM': 106.0, '5 ROOM': 123.0}",1.38372413417485,103.739787430026,Choa Chu Kang MRT,0.512,Lot One,0.624
439 FAJAR RD,BUKIT PANJANG,0,1989,"{'4 ROOM': 104.0, '5 ROOM': 121.0}",1.38304567931228,103.770465303497,Bukit Panjang MRT,1.102,Bukit Panjang Plaza,0.763
439 HOUGANG AVE 8,HOUGANG,0,1990,"{'4 ROOM': 105.0, '5 ROOM': 121.0}",1.37859799173852,103.893427304657,Buangkok MRT,0.568,Hougang Mall,0.68
439 JURONG WEST AVE 1,JURONG WEST,0,1984,"{'3 ROOM': 74.0, '4 ROOM': 103.0}",1.35149768659892,103.723243759123,Lakeside MRT,0.844,Jurong Point,2.276
439 TAMPINES ST 43,TAMPINES,1,1987,"{'3 ROOM': 64.0, '4 ROOM': 84.0}",1.36033535045203,103.951074250695,Tampines East MRT,0.607,Tampines 1,0.95
439 YISHUN AVE 11,YISHUN,0,1988,{'4 ROOM': 84.0},1.42199326349606,103.84614699943,Yishun MRT,1.49,Northpoint City,1.311
439A BT BATOK WEST AVE 8,BUKIT BATOK,0,2020,"{'2 ROOM': 47.0, '4 ROOM': 93.0}",1.35682160436271,103.740330543468,Bukit Gombak MRT,1.289,West Mall,1.239
439A SENGKANG WEST AVE,SENGKANG,0,2011,"{'3 ROOM': 69.0, '4 ROOM': 94.0}",1.39187523087505,103.877855405656,Buangkok MRT,1.918,The Seletar Mall,0.198
439B BT BATOK WEST AVE 8,BUKIT BATOK,0,2020,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.35721494856744,103.739342992281,Bukit Gombak MRT,1.392,West Mall,1.353
439B SENGKANG WEST AVE,SENGKANG,0,2011,"{'3 ROOM': 69.0, '4 ROOM': 94.0}",1.39197653860922,103.878309805797,Buangkok MRT,1.88,The Seletar Mall,0.249
439C BT BATOK WEST AVE 8,BUKIT BATOK,0,2020,"{'4 ROOM': 93.0, '5 ROOM': 113.0}",1.35762861295926,103.738857524407,Bukit Gombak MRT,1.442,West Mall,1.424
439C SENGKANG WEST AVE,SENGKANG,0,2011,"{'3 ROOM': 69.0, '4 ROOM': 94.0}",1.39221691150855,103.878650536649,Buangkok MRT,1.86,The Seletar Mall,0.293
43A SIMS DR,GEYLANG,1,1989,"{'4 ROOM': 108.0, '5 ROOM': 122.0}",1.31681884371364,103.876639624866,Aljunied MRT,0.698,Aperia Mall,1.56
44 BEDOK STH RD,BEDOK,1,1977,{'4 ROOM': 84.0},1.3211155478057,103.941675526083,Tanah Merah MRT,0.852,East Village,1.288
44 BENDEMEER RD,KALLANG/WHAMPOA,1,1981,{'3 ROOM': 63.0},1.32226013692281,103.86662310263,Geylang Bahru MRT,0.566,The Poiz Centre,1.042
44 CHAI CHEE ST,BEDOK,1,1980,"{'3 ROOM': 68.0, '4 ROOM': 92.0}",1.32901430131171,103.925667777871,Bedok MRT,0.737,Bedok Mall,0.621
44 CIRCUIT RD,GEYLANG,1,1971,"{'2 ROOM': 42.0, '3 ROOM': 52.0}",1.32665458025622,103.886118963317,Mattar MRT,0.32,Paya Lebar Square,1.13
44 JLN BAHAGIA,KALLANG/WHAMPOA,1,1972,{'3 ROOM': 185.0},1.32740937893968,103.85723115625,Boon Keng MRT,0.989,The Poiz Centre,1.303
